timestamp,co2_ppm,temperatura_c,humedad_pct
2025-06-14T03:00:01.606398,909.0,22.2,25.0
2025-06-14T03:00:06.628045,909.0,22.2,24.9
2025-06-14T03:00:11.645775,911.0,22.2,25.0
2025-06-14T03:00:16.663708,913.0,22.2,25.0
2025-06-14T03:00:21.685603,915.0,22.2,25.0
2025-06-14T03:00:26.703370,917.0,22.2,25.0
2025-06-14T03:00:36.730153,919.0,22.2,25.0
2025-06-14T03:00:41.748038,920.0,22.2,25.0
2025-06-14T03:00:46.765420,923.0,22.2,25.1
2025-06-14T03:00:51.783652,925.0,22.2,25.1
2025-06-14T03:00:56.800584,927.0,22.2,25.1
2025-06-14T03:01:01.818912,927.0,22.2,25.1
2025-06-14T03:01:06.836696,926.0,22.2,25.1
2025-06-14T03:01:11.858086,926.0,22.2,25.1
2025-06-14T03:01:16.875683,924.0,22.2,25.1
2025-06-14T03:01:21.894036,922.0,22.2,25.0
2025-06-14T03:01:26.914585,920.0,22.2,25.0
2025-06-14T03:01:31.933157,919.0,22.2,25.0
2025-06-14T03:01:36.950815,919.0,22.1,25.0
2025-06-14T03:01:41.972303,919.0,22.2,25.0
2025-06-14T03:01:46.989419,921.0,22.1,25.1
2025-06-14T03:01:52.007762,923.0,22.2,25.1
2025-06-14T03:01:57.029570,924.0,22.2,25.1
2025-06-14T03:02:02.046453,926.0,22.2,25.1
2025-06-14T03:02:07.064900,927.0,22.2,25.1
2025-06-14T03:02:12.081993,930.0,22.2,25.1
2025-06-14T03:02:17.104086,930.0,22.1,25.1
2025-06-14T03:02:22.121539,930.0,22.2,25.1
2025-06-14T03:02:27.138955,929.0,22.2,25.1
2025-06-14T03:02:32.161313,929.0,22.1,25.1
2025-06-14T03:02:37.178962,929.0,22.2,25.1
2025-06-14T03:02:42.196700,932.0,22.2,25.1
2025-06-14T03:02:47.218200,933.0,22.2,25.1
2025-06-14T03:02:52.236126,934.0,22.2,25.1
2025-06-14T03:02:57.253526,934.0,22.2,25.2
2025-06-14T03:03:02.275531,936.0,22.2,25.1
2025-06-14T03:03:07.293186,937.0,22.2,25.2
2025-06-14T03:03:12.310781,937.0,22.2,25.2
2025-06-14T03:03:17.328577,939.0,22.2,25.2
2025-06-14T03:03:22.350070,940.0,22.1,25.2
2025-06-14T03:03:27.367405,942.0,22.1,25.1
2025-06-14T03:03:37.395039,940.0,22.1,25.2
2025-06-14T03:03:42.412320,941.0,22.1,25.1
2025-06-14T03:03:47.430431,941.0,22.2,25.1
2025-06-14T03:03:52.447267,940.0,22.2,25.1
2025-06-14T03:03:57.465416,938.0,22.1,25.1
2025-06-14T03:04:02.483353,935.0,22.1,25.1
2025-06-14T03:04:07.504467,934.0,22.2,25.1
2025-06-14T03:04:12.522092,934.0,22.2,25.1
2025-06-14T03:04:17.540397,932.0,22.1,25.0
2025-06-14T03:04:22.561814,930.0,22.1,25.0
2025-06-14T03:04:27.579374,928.0,22.1,25.0
2025-06-14T03:04:32.596540,928.0,22.1,25.0
2025-06-14T03:04:37.618708,930.0,22.1,25.1
2025-06-14T03:04:42.636865,931.0,22.1,25.0
2025-06-14T03:04:47.654269,931.0,22.1,25.1
2025-06-14T03:04:52.671747,930.0,22.1,25.0
2025-06-14T03:04:57.693099,931.0,22.1,25.0
2025-06-14T03:05:02.711490,932.0,22.1,25.0
2025-06-14T03:05:07.728729,932.0,22.1,25.1
2025-06-14T03:05:12.750975,932.0,22.1,25.1
2025-06-14T03:05:17.768192,932.0,22.1,25.1
2025-06-14T03:05:22.785458,932.0,22.1,25.2
2025-06-14T03:05:27.807787,934.0,22.1,25.2
2025-06-14T03:05:32.825273,936.0,22.1,25.1
2025-06-14T03:05:37.843068,936.0,22.1,25.2
2025-06-14T03:05:42.864692,937.0,22.1,25.2
2025-06-14T03:05:47.882598,939.0,22.1,25.1
2025-06-14T03:05:52.899895,938.0,22.1,25.1
2025-06-14T03:05:57.917714,938.0,22.1,25.1
2025-06-14T03:06:02.939687,937.0,22.1,25.1
2025-06-14T03:06:07.956636,936.0,22.1,25.0
2025-06-14T03:06:12.974511,938.0,22.1,25.0
2025-06-14T03:06:17.996367,939.0,22.0,25.1
2025-06-14T03:06:23.014558,939.0,22.0,25.0
2025-06-14T03:06:28.031457,939.0,22.1,25.0
2025-06-14T03:06:38.058916,940.0,22.0,25.1
2025-06-14T03:06:43.076760,940.0,22.0,25.1
2025-06-14T03:06:48.094285,940.0,22.0,25.0
2025-06-14T03:06:53.111632,941.0,22.0,25.1
2025-06-14T03:06:58.129579,940.0,22.0,25.1
2025-06-14T03:07:03.151378,942.0,22.0,25.1
2025-06-14T03:07:08.168829,942.0,22.0,25.0
2025-06-14T03:07:13.186543,941.0,22.0,25.0
2025-06-14T03:07:18.204170,942.0,22.0,25.1
2025-06-14T03:07:23.226010,942.0,22.0,25.1
2025-06-14T03:07:28.243729,942.0,22.0,25.1
2025-06-14T03:07:33.261735,942.0,22.0,25.1
2025-06-14T03:07:38.282747,943.0,22.0,25.1
2025-06-14T03:07:43.301169,942.0,22.0,25.1
2025-06-14T03:07:48.318622,942.0,22.0,25.1
2025-06-14T03:07:53.340425,943.0,22.0,25.0
2025-06-14T03:07:58.357421,942.0,22.0,25.1
2025-06-14T03:08:03.375921,942.0,22.0,25.0
2025-06-14T03:08:08.393190,940.0,22.0,25.0
2025-06-14T03:08:13.414658,939.0,22.0,25.0
2025-06-14T03:08:18.432495,938.0,22.0,25.0
2025-06-14T03:08:23.450313,938.0,22.0,24.9
2025-06-14T03:08:28.472208,936.0,22.0,25.0
2025-06-14T03:08:33.489147,935.0,22.0,25.0
2025-06-14T03:08:38.507774,937.0,22.0,25.1
2025-06-14T03:08:43.529235,937.0,22.0,25.1
2025-06-14T03:08:48.547095,938.0,22.0,25.1
2025-06-14T03:08:53.564670,939.0,22.0,25.1
2025-06-14T03:08:58.586224,939.0,22.0,25.1
2025-06-14T03:09:03.603509,940.0,22.0,25.1
2025-06-14T03:09:08.621824,940.0,22.0,25.0
2025-06-14T03:09:13.639399,939.0,22.0,25.0
2025-06-14T03:09:18.660670,940.0,22.0,24.9
2025-06-14T03:09:23.678284,940.0,22.0,24.9
2025-06-14T03:09:28.695980,940.0,22.0,25.0
2025-06-14T03:09:33.717460,940.0,22.0,25.0
2025-06-14T03:09:43.741145,939.0,22.0,25.1
2025-06-14T03:09:48.758706,938.0,22.0,25.0
2025-06-14T03:09:53.780559,939.0,22.0,25.0
2025-06-14T03:09:58.797723,938.0,22.0,25.1
2025-06-14T03:10:03.816099,938.0,22.0,25.1
2025-06-14T03:10:08.833368,939.0,22.0,25.0
2025-06-14T03:10:13.855351,940.0,22.0,25.0
2025-06-14T03:10:18.872464,940.0,22.0,25.0
2025-06-14T03:10:23.894429,941.0,22.0,25.0
2025-06-14T03:10:28.912422,941.0,21.9,25.0
2025-06-14T03:10:33.929797,941.0,22.0,25.0
2025-06-14T03:10:38.947538,943.0,22.0,25.0
2025-06-14T03:10:43.969827,942.0,22.0,24.9
2025-06-14T03:10:48.987241,941.0,21.9,24.8
2025-06-14T03:10:54.005147,939.0,21.9,24.8
2025-06-14T03:10:59.026440,938.0,21.9,24.8
2025-06-14T03:11:04.044193,938.0,21.9,24.8
2025-06-14T03:11:09.062236,937.0,21.9,24.9
2025-06-14T03:11:14.084009,936.0,21.9,24.9
2025-06-14T03:11:19.101414,936.0,21.9,24.9
2025-06-14T03:11:24.119246,937.0,21.9,24.9
2025-06-14T03:11:29.140618,938.0,21.9,24.9
2025-06-14T03:11:34.157958,938.0,21.8,24.9
2025-06-14T03:11:39.176570,937.0,21.8,24.9
2025-06-14T03:11:44.194176,937.0,21.9,24.9
2025-06-14T03:11:49.215846,937.0,21.9,24.9
2025-06-14T03:11:54.232940,937.0,21.8,24.9
2025-06-14T03:11:59.251112,938.0,21.9,24.8
2025-06-14T03:12:04.272901,938.0,21.8,24.8
2025-06-14T03:12:09.290817,938.0,21.8,24.7
2025-06-14T03:12:14.307998,936.0,21.8,24.8
2025-06-14T03:12:19.329313,936.0,21.8,24.8
2025-06-14T03:12:24.347210,936.0,21.8,24.7
2025-06-14T03:12:29.365523,936.0,21.8,24.7
2025-06-14T03:12:34.386801,935.0,21.8,24.8
2025-06-14T03:12:39.404983,934.0,21.8,24.8
2025-06-14T03:12:49.431656,935.0,21.8,24.8
2025-06-14T03:12:54.449322,935.0,21.8,24.8
2025-06-14T03:12:59.466860,936.0,21.8,24.9
2025-06-14T03:13:04.484336,937.0,21.8,24.9
2025-06-14T03:13:09.502454,939.0,21.8,24.9
2025-06-14T03:13:14.520462,939.0,21.8,24.9
2025-06-14T03:13:19.538104,938.0,21.8,24.9
2025-06-14T03:13:24.559949,939.0,21.8,24.9
2025-06-14T03:13:29.576714,940.0,21.8,24.9
2025-06-14T03:13:34.594461,941.0,21.8,24.9
2025-06-14T03:13:39.616269,941.0,21.8,24.9
2025-06-14T03:13:44.634581,942.0,21.8,25.0
2025-06-14T03:13:49.652397,943.0,21.8,25.0
2025-06-14T03:13:54.669813,943.0,21.8,25.0
2025-06-14T03:13:59.691692,944.0,21.8,25.0
2025-06-14T03:14:04.709364,944.0,21.8,24.9
2025-06-14T03:14:09.727218,944.0,21.8,24.9
2025-06-14T03:14:14.748563,944.0,21.8,24.9
2025-06-14T03:14:19.765809,944.0,21.8,24.8
2025-06-14T03:14:24.784249,942.0,21.8,24.9
2025-06-14T03:14:29.805273,942.0,21.8,24.9
2025-06-14T03:14:34.823234,942.0,21.8,24.8
2025-06-14T03:14:39.841197,941.0,21.8,24.7
2025-06-14T03:14:44.862760,940.0,21.8,24.7
2025-06-14T03:14:49.880420,939.0,21.7,24.7
2025-06-14T03:14:54.898583,938.0,21.7,24.8
2025-06-14T03:14:59.916343,937.0,21.8,24.7
2025-06-14T03:15:04.938020,936.0,21.8,24.8
2025-06-14T03:15:09.955414,937.0,21.8,24.8
2025-06-14T03:15:14.973093,937.0,21.7,24.9
2025-06-14T03:15:19.995073,939.0,21.7,24.9
2025-06-14T03:15:25.012452,939.0,21.7,24.9
2025-06-14T03:15:30.030309,938.0,21.7,24.8
2025-06-14T03:15:35.052252,938.0,21.7,24.8
2025-06-14T03:15:40.069616,938.0,21.8,24.8
2025-06-14T03:15:45.087430,938.0,21.7,24.9
2025-06-14T03:15:55.113892,939.0,21.8,25.0
2025-06-14T03:16:00.132162,939.0,21.7,24.9
2025-06-14T03:16:05.149862,940.0,21.8,24.9
2025-06-14T03:16:10.167244,940.0,21.8,24.9
2025-06-14T03:16:15.185357,941.0,21.8,25.0
2025-06-14T03:16:20.203070,941.0,21.7,24.9
2025-06-14T03:16:25.224319,941.0,21.8,24.9
2025-06-14T03:16:30.242140,941.0,21.8,24.9
2025-06-14T03:16:35.260183,941.0,21.7,24.9
2025-06-14T03:16:40.281925,942.0,21.8,24.9
2025-06-14T03:16:45.299503,942.0,21.8,24.9
2025-06-14T03:16:50.317136,942.0,21.7,24.9
2025-06-14T03:16:55.339137,941.0,21.8,24.9
2025-06-14T03:17:00.356549,942.0,21.8,24.9
2025-06-14T03:17:05.374236,942.0,21.8,24.9
2025-06-14T03:17:10.392087,943.0,21.8,25.1
2025-06-14T03:17:15.413015,944.0,21.7,25.0
2025-06-14T03:17:20.431340,944.0,21.7,25.0
2025-06-14T03:17:25.448529,943.0,21.7,24.9
2025-06-14T03:17:30.470839,943.0,21.7,24.8
2025-06-14T03:17:35.488157,943.0,21.7,24.9
2025-06-14T03:17:40.506059,941.0,21.7,24.9
2025-06-14T03:17:45.528132,941.0,21.7,24.9
2025-06-14T03:17:50.545174,941.0,21.7,24.9
2025-06-14T03:17:55.563447,939.0,21.7,24.9
2025-06-14T03:18:00.580426,937.0,21.7,24.9
2025-06-14T03:18:05.602787,937.0,21.7,24.9
2025-06-14T03:18:10.620480,936.0,21.7,24.9
2025-06-14T03:18:15.638003,935.0,21.7,24.9
2025-06-14T03:18:20.659236,934.0,21.7,24.9
2025-06-14T03:18:25.677013,933.0,21.7,24.9
2025-06-14T03:18:30.695258,933.0,21.7,24.9
2025-06-14T03:18:35.716294,932.0,21.7,24.8
2025-06-14T03:18:40.734125,932.0,21.7,24.8
2025-06-14T03:18:45.752128,930.0,21.7,24.8
2025-06-14T03:18:50.774263,928.0,21.7,24.7
2025-06-14T03:19:00.797133,927.0,21.7,24.8
2025-06-14T03:19:05.815096,927.0,21.7,24.8
2025-06-14T03:19:10.832768,927.0,21.7,24.7
2025-06-14T03:19:15.850153,927.0,21.7,24.8
2025-06-14T03:19:20.872136,926.0,21.7,24.8
2025-06-14T03:19:25.889896,925.0,21.7,24.8
2025-06-14T03:19:30.907487,925.0,21.7,24.8
2025-06-14T03:19:35.924954,925.0,21.7,24.7
2025-06-14T03:19:40.946508,925.0,21.7,24.8
2025-06-14T03:19:45.963938,924.0,21.7,24.9
2025-06-14T03:19:50.981922,925.0,21.7,24.8
2025-06-14T03:19:55.999775,925.0,21.7,24.8
2025-06-14T03:20:01.021793,923.0,21.7,24.8
2025-06-14T03:20:06.039472,923.0,21.7,24.8
2025-06-14T03:20:11.056950,922.0,21.7,24.7
2025-06-14T03:20:16.078292,921.0,21.7,24.6
2025-06-14T03:20:21.096638,919.0,21.7,24.6
2025-06-14T03:20:26.114206,918.0,21.7,24.6
2025-06-14T03:20:31.135549,916.0,21.6,24.7
2025-06-14T03:20:36.153559,916.0,21.6,24.7
2025-06-14T03:20:41.171307,916.0,21.6,24.8
2025-06-14T03:20:46.192922,916.0,21.6,24.9
2025-06-14T03:20:51.210829,917.0,21.6,24.8
2025-06-14T03:20:56.227850,917.0,21.6,24.8
2025-06-14T03:21:01.245366,917.0,21.6,24.8
2025-06-14T03:21:06.267872,916.0,21.6,24.8
2025-06-14T03:21:11.285304,916.0,21.6,24.8
2025-06-14T03:21:16.302726,917.0,21.6,24.8
2025-06-14T03:21:21.324615,915.0,21.6,24.8
2025-06-14T03:21:26.342792,916.0,21.6,24.9
2025-06-14T03:21:31.360453,915.0,21.6,24.8
2025-06-14T03:21:36.381694,915.0,21.7,24.8
2025-06-14T03:21:41.399711,915.0,21.6,24.8
2025-06-14T03:21:46.417373,915.0,21.6,24.8
2025-06-14T03:21:51.435084,914.0,21.6,24.7
2025-06-14T03:21:56.456983,913.0,21.6,24.8
2025-06-14T03:22:06.479692,912.0,21.6,24.8
2025-06-14T03:22:11.501659,912.0,21.6,24.8
2025-06-14T03:22:16.518913,913.0,21.6,24.9
2025-06-14T03:22:21.536398,913.0,21.6,24.9
2025-06-14T03:22:26.554401,914.0,21.6,24.9
2025-06-14T03:22:31.572365,914.0,21.6,24.9
2025-06-14T03:22:36.589744,915.0,21.6,24.9
2025-06-14T03:22:41.607504,916.0,21.6,24.9
2025-06-14T03:22:46.628768,917.0,21.6,24.9
2025-06-14T03:22:51.646727,918.0,21.6,24.9
2025-06-14T03:22:56.665008,918.0,21.6,24.9
2025-06-14T03:23:01.686520,918.0,21.7,24.9
2025-06-14T03:23:06.704368,918.0,21.6,24.9
2025-06-14T03:23:11.721301,918.0,21.6,24.9
2025-06-14T03:23:16.743879,919.0,21.6,24.8
2025-06-14T03:23:21.761483,918.0,21.6,24.8
2025-06-14T03:23:26.779285,918.0,21.6,24.8
2025-06-14T03:23:31.800662,916.0,21.6,24.8
2025-06-14T03:23:36.818318,914.0,21.6,24.8
2025-06-14T03:23:41.836363,913.0,21.6,24.8
2025-06-14T03:23:46.853672,913.0,21.6,24.8
2025-06-14T03:23:51.875226,911.0,21.6,24.8
2025-06-14T03:23:56.892944,910.0,21.6,24.8
